"","cue","coverage","H","unknown","xR2","xR3","N"
"2377","copyright",84.1379310344828,4.49066685593346,0,3,4,300
"2378","coral",90.8163265306122,3.57182971691403,0,0,6,300
"2379","cord",89.7163120567376,4.18145074827412,2,1,10,300
"2380","cordial",92.1146953405018,4.00992584997994,4,3,3,300
"2381","core",94.1580756013746,3.70209953040838,0,3,3,300
"2382","cork",93.6170212765958,3.17538477871421,2,2,8,300
"2383","corn",91.0652920962199,4.08609179256698,1,1,4,300
"2384","cornbread",80.0738007380074,4.37600914402547,5,4,6,300
"2385","corned beef",81.1764705882353,4.01740942862198,5,10,10,300
"2386","corner",86.0215053763441,4.66980740883258,1,5,8,300
"2387","cornfield",77.2727272727273,4.37961894150143,2,1,6,300
"2388","cornflakes",88.2154882154882,3.04172364673992,0,1,1,300
"2389","cornucopia",91.0569105691057,3.78839906046292,14,3,6,300
"2390","corny",82.6415094339623,4.21650578065043,6,4,9,300
"2391","corporal",90.4214559386973,3.75783742818802,4,5,17,300
"2392","corporate",90.3114186851211,4.35308599655444,0,3,5,300
"2393","corporation",89.7526501766784,4.12461770119859,1,4,6,300
"2394","corps",86.046511627907,3.73133649108984,3,14,5,300
"2395","corpse",90.4436860068259,3.3551531900713,0,0,7,300
"2396","correct",93.4931506849315,3.85235729745154,0,1,6,300
"2397","correction",86.411149825784,4.30340619618548,0,2,9,300
"2398","correctness",84.8979591836735,4.15586172199858,2,16,17,300
"2399","correspondence",90.5454545454545,3.6499857058476,0,5,15,300
"2400","corridor",91.9117647058823,3.86020398287411,0,9,10,300
"2401","corrupt",88.5813148788927,4.33347082375304,2,1,3,300
"2402","corruption",92.6829268292683,4.27380291275747,0,2,9,300
"2403","corset",80.4195804195804,4.39186456815826,2,1,6,300
"2404","cortex",85.2320675105485,3.68238103659803,14,5,11,300
"2405","cortisone",88.4615384615385,4.02116432405318,6,6,10,300
"2406","cosine",92.1397379912664,3.33852413548001,20,2,7,300
"2407","cosmetic",88.8135593220339,4.10299244726679,0,1,3,300
"2408","cosmetics",93.4707903780069,3.91183319763656,0,3,3,300
"2409","cosmic",86.0068259385665,4.11104842051635,0,1,5,300
"2410","cosmopolitan",90.8127208480565,3.69738717002222,3,2,4,300
"2411","cosmos",87.0307167235495,3.6541203968356,2,0,1,300
"2412","cost",95.1388888888889,3.64762185737536,0,2,8,300
"2413","costly",91.4285714285714,3.63914854843158,0,5,10,300
"2414","costume",90.5405405405405,3.94680682494979,0,0,4,300
"2415","cot",94.3609022556391,3.65728437847054,6,3,10,300
"2416","cottage",91.4089347079038,3.98108971943891,1,0,6,300
"2417","cotton",88.9632107023411,4.2128920352964,0,0,1,300
"2418","couch",89.419795221843,3.74793165960329,0,2,3,300
"2419","cougar",81.8840579710145,3.72200434572435,3,4,7,300
"2420","cough",88.6986301369863,3.94459020058821,0,1,6,300
"2421","could",92.3611111111111,3.38307745837323,0,2,8,300
"2422","council",79.8586572438163,4.49510860907312,1,1,12,300
"2423","counsel",93.2384341637011,4.10293997071037,3,2,6,300
"2424","count",78.0821917808219,3.92657634878176,0,3,2,300
"2425","countdown",75.4512635379061,4.37295953222847,0,9,5,300
"2426","counter",92.0689655172414,4.46037668916848,1,0,7,300
"2427","counterclockwise",78.4,3.7908659726964,3,13,15,300
"2428","counterfeit",91.1660777385159,3.28686816221988,1,4,6,300
"2429","counting",87.1886120996441,4.11180224690945,2,2,9,300
"2430","count on",88.8030888030888,3.70146165538564,3,11,10,300
"2431","countries",73.5593220338983,4.51060687400701,0,1,3,300
"2432","country",86.3013698630137,4.39497973176738,0,1,6,300
"2433","countryside",81.9727891156463,4.47929458937771,0,0,6,300
"2434","county",79.7945205479452,4.50572984939366,0,1,6,300
"2435","coup",85.1851851851852,4.31564207664037,7,15,6,300
"2436","couple",86.3945578231292,3.7930440412312,0,0,6,300
"2437","coupon",87.2413793103448,4.05263033241784,2,0,4,300
"2438","courage",93.6842105263158,3.99054262098772,1,2,8,300
"2439","courageous",91.9014084507042,3.76772726229047,1,2,9,300
"2440","courier",88.9679715302491,3.94361704632854,3,2,6,300
"2441","course",92.1232876712329,4.24511351626187,0,0,8,300
"2442","court",87.7966101694915,4.08341611045495,0,1,3,300
"2443","courteous",90.9407665505226,3.69418509156657,1,2,6,300
"2444","courtesy",92.6829268292683,3.86873426620019,1,1,8,300
"2445","courtroom",89.3470790378007,3.39904953840526,1,2,2,300
"2446","cousin",91.6058394160584,3.78588288272026,3,5,7,300
"2447","cove",91.5750915750916,4.01324924209172,8,0,3,300
"2448","covenant",84.2307692307692,4.23845037595859,9,4,5,300
"2449","cover",95.5631399317406,4.06914399355369,0,0,7,300
"2450","coverage",89.2086330935252,4.46649240550094,3,3,7,300
"2451","covered",85.4014598540146,4.54146683991559,2,4,12,300
"2452","covering",81.9148936170213,4.5441838769322,2,2,8,300
"2453","covers",80.2158273381295,4.18716402109793,1,6,7,300
"2454","covert",87.8787878787879,3.66980839612431,7,4,7,300
"2455","covet",90.2777777777778,3.45067415900435,20,8,8,300
"2456","cow",92.5675675675676,3.72404844551754,0,1,2,300
"2457","coward",87.0036101083032,4.24018718769447,3,2,10,300
"2458","cowardly",84.8837209302326,4.25325502240459,1,10,19,300
"2459","cowboy",83.9590443686007,3.93444196829552,1,1,2,300
"2460","cowboy hat",75.4646840148699,4.16754731994898,0,11,9,300
"2461","cowboys",81.1447811447811,3.91611933469115,0,0,3,300
"2462","cowgirl",86.4583333333333,3.93287520048898,1,3,3,300
"2463","coworker",93.7956204379562,4.10972755717741,2,4,12,300
"2464","coy",85.9375,3.82823620807212,5,4,21,300
"2465","coyote",87.3287671232877,3.62401520825278,1,1,3,300
"2466","cozy",96.1538461538462,3.44295497421441,2,1,6,300
"2467","crab",86.9127516778524,4.14250577170346,0,0,2,300
"2468","crabby",86.8852459016393,4.04607583494948,11,7,9,300
"2469","crack",94.5205479452055,4.13784662265196,0,1,6,300
"2470","cracked",88.2575757575758,4.06111904568527,2,12,6,300
"2471","cracker",86.734693877551,4.02351947424274,0,0,6,300
"2472","crackers",82.9268292682927,4.10105132176661,2,3,1,300
"2473","crackle",90.8759124087591,3.68987988439296,7,0,5,300
"2474","cradle",93.1034482758621,3.57708282961786,1,0,7,300
"2475","craft",91.5254237288136,4.46248705558698,0,0,5,300
"2476","crafts",87.2262773722628,4.22831431806077,3,7,3,300
"2477","craftsman",84.3971631205674,4.42755911042876,2,5,2,300
"2478","crafty",87.1080139372822,4.37964936260479,0,2,9,300
"2479","craggy",81.8548387096774,4.01533457005587,12,4,8,300
"2480","cram",91.8149466192171,3.75797137049545,2,3,7,300
"2481","cramp",91.0344827586207,3.93919325262675,0,0,10,300
"2482","cramped",80.4428044280443,4.00170773062183,4,7,3,300
"2483","cranberries",90.2777777777778,3.76684519314542,2,0,6,300
"2484","cranberry",92.9765886287625,3.43867191898401,0,0,1,300
"2485","crane",87.2852233676976,4.00030511699938,0,3,3,300
"2486","cranky",85.0574712643678,4.25220155621058,8,3,9,300
"2487","cranny",89.7872340425532,3.29670679223974,14,7,9,300
"2488","crap",93.9068100358423,3.73928357585444,2,3,9,300
"2489","crappy",90.7534246575342,3.9270819380781,0,2,4,300
"2490","crash",95.53264604811,3.96857240836217,0,2,5,300
"2491","crashing",88.9655172413793,4.40165259761489,0,3,4,300
"2492","crass",89.4941634241245,4.15344330449343,10,3,7,300
"2493","crate",90.5923344947735,3.55017307527739,1,1,8,300
"2494","crater",95.4545454545455,3.56328165283568,2,1,6,300
"2495","crave",93.2142857142857,3.61726108282994,2,4,6,300
"2496","craving",92.7756653992395,3.93806755657443,4,8,9,300
"2497","crawl",94.2953020134228,3.87491239914762,0,0,2,300
"2498","crawling",88.7218045112782,3.92974116961189,1,10,11,300
"2499","crawly",92.094861660079,3.47091309991166,8,8,7,300
"2500","crayfish",77.4193548387097,4.26620964328244,4,1,7,300
"2501","Crayola",89.5348837209302,3.16050697284021,11,2,5,300
"2502","crayon",91.7808219178082,3.55615390911659,0,2,4,300
"2503","craze",91.0852713178295,3.90952425676141,5,6,15,300
"2504","crazed",79.5366795366795,4.39528557757262,6,7,9,300
"2505","craziness",77.1428571428572,4.72136000799892,1,6,5,300
"2506","crazy",79.0035587188612,4.44399984184186,1,3,10,300
"2507","creak",86.1111111111111,3.90180169185595,6,9,12,300
"2508","cream",94.5205479452055,4.04208998682449,0,2,4,300
"2509","cream cheese",77.1929824561403,4.22898690363941,1,1,10,300
"2510","creamy",96.2585034013605,4.07210267313667,0,1,4,300
"2511","crease",94.1860465116279,3.64549319989151,9,5,5,300
"2512","creased",86.3636363636364,3.77433323132165,0,2,10,300
"2513","create",91.0652920962199,4.14000919439889,1,1,4,300
"2514","creating",80.9523809523809,4.32520974449791,0,11,5,300
"2515","creation",87.9310344827586,4.42749073534196,0,1,8,300
"2516","creative",90.3448275862069,4.49869420266052,2,1,2,300
"2517","creativity",94.8805460750853,4.47468658790354,1,0,4,300
"2518","creator",89.7887323943662,3.78559295535499,1,2,9,300
"2519","creature",87.1080139372822,4.14980264864786,2,1,5,300
"2520","credible",89.7435897435898,3.95950067196794,1,8,8,300
"2521","credit",92.2535211267606,3.89509025183525,2,1,8,300
"2522","credit card",90.5109489051095,3.60976052835667,0,8,10,300
"2523","creed",85.0980392156863,4.37925734582984,10,2,11,300
"2524","creek",89.7610921501707,3.8191768948264,1,1,2,300
"2525","creep",85.1449275362319,4.50730777623308,1,7,7,300
"2526","creeping",82.089552238806,4.64832664695975,4,3,14,300
"2527","creepy",88.8888888888889,4.48285542505799,1,3,3,300
"2528","cremate",91.156462585034,3.18889321714189,0,1,4,300
"2529","cremation",94.3859649122807,3.32721136931394,1,2,8,300
"2530","Creole",78.8135593220339,3.92822120786338,13,7,11,300
"2531","crescent",94.2028985507246,3.46767788871885,4,2,8,300
"2532","crest",89.527027027027,3.9597266726894,0,1,2,300
"2533","crevasse",87.5555555555556,3.93402751852721,18,8,5,300
"2534","crevice",91.1660777385159,3.86804281615061,3,1,6,300
"2535","crew",93.2203389830508,3.90755542377403,0,0,5,300
"2536","crib",93.1034482758621,3.49854761813971,1,0,7,300
"2537","cricket",89.3470790378007,3.81061118320428,0,1,7,300
"2538","crime",91.5254237288136,4.24151024088333,0,0,5,300
"2539","criminal",92.0138888888889,4.26836996933079,2,0,6,300
"2540","crimson",94.6808510638298,3.20592072068037,3,2,5,300
"2541","cringe",84.8249027237354,4.66734911166258,3,11,12,300
"2542","crinkle",86.6666666666667,4.01889010087693,12,6,12,300
"2543","cripple",83.448275862069,4.31836644014685,0,2,6,300
"2544","crippled",80.0751879699248,3.95731541659052,4,8,6,300
"2545","crisis",86.8327402135231,4.69409446423405,1,4,8,300
"2546","crisp",91.4285714285714,4.39362680833392,3,0,11,300
"2547","crisps",89.0459363957597,3.65130237840026,1,3,8,300
"2548","crispy",92.8813559322034,4.1153738035957,1,0,2,300
"2549","criteria",76.6129032258064,4.61138876299557,2,15,16,300
"2550","criterion",82.5396825396825,4.7378835771442,6,9,12,300
"2551","critic",90,4.67682192716128,0,3,4,300
"2552","critical",89.1608391608392,4.45299022021867,0,2,10,300
"2553","criticism",93.3823529411765,4.37802949623433,5,3,7,300
"2554","criticize",92.1985815602837,4.83345731402157,0,5,8,300
"2555","critique",90.5923344947735,4.72023303926779,1,1,8,300
"2556","critter",89.5131086142322,3.86279417163194,3,6,12,300
"2557","croak",93.9622641509434,3.05962255035207,7,1,12,300
"2558","crochet",92.2480620155039,3.71979748513067,11,3,3,300
"2559","crockery",79.9086757990868,4.42329021177037,21,6,6,300
"2560","crocodile",87.5420875420875,3.74921173194645,0,0,3,300
"2561","croissant",94.2760942760943,3.43620320918935,0,1,1,300
"2562","crook",92.3357664233577,3.95797664598839,5,3,5,300
"2563","crooked",89.7435897435898,4.41526040722939,5,2,8,300
"2564","crop",96.6216216216216,3.8285551306118,0,0,4,300
"2565","crops",93.5153583617747,3.77052157273765,2,0,1,300
"2566","cross",81.8493150684932,4.45333845757598,0,2,4,300
"2567","crossbow",80.9859154929577,3.78548719411918,0,2,12,300
"2568","crossing",90.3571428571429,4.03729247681441,3,2,7,300
"2569","crossroad",86.1313868613139,4.34617763280531,1,6,11,300
"2570","crosswalk",86.5079365079365,4.11935679643154,8,7,10,300
"2571","crossword",92.4137931034483,3.65654003035579,1,2,3,300
"2572","crotch",87.984496124031,4.36764032117582,7,4,13,300
"2573","crouch",88.8475836431227,4.03518011110353,6,4,5,300
"2574","crow",88.135593220339,3.48309029975798,1,0,2,300
"2575","crowbar",85.8657243816254,4.3145847312372,3,1,6,300
"2576","crowd",88.2352941176471,4.33202272068973,1,0,8,300
"2577","crowded",85.4166666666667,4.1714795795184,0,2,8,300
"2578","crowds",79.6363636363636,4.31400821967,1,5,12,300
"2579","crown",93.2432432432432,3.67321534634662,0,0,4,300
"2580","crows",76.4492753623188,3.75201410971314,3,5,5,300
"2581","crucial",90.3100775193798,3.36085768459089,0,13,16,300
"2582","crucifix",92.8813559322034,3.25289890238245,0,1,3,300
"2583","crude",92.0863309352518,3.80906987104161,3,3,7,300
"2584","cruel",90.1754385964912,4.19453405059091,3,0,6,300
"2585","cruelty",85.5670103092783,4.41354047244371,1,1,4,300
"2586","cruise",92.4657534246575,3.82304864680369,0,2,4,300
"2587","crumb",95.6834532374101,3.6326693064376,4,3,4,300
"2588","crumble",92.5675675675676,4.1724367804934,0,1,2,300
"2589","crumbly",86.9731800766284,4.12582755638805,6,5,11,300
"2590","crummy",89.1666666666667,3.99323141077113,8,12,12,300
"2591","crunch",92.1428571428571,4.4549231514371,2,4,6,300
"2592","crunchy",87.2413793103448,4.49200448483564,1,0,7,300
"2593","crusade",74.4827586206897,4.37638909629722,0,4,2,300
"2594","crusader",81.7164179104478,4.56432696706511,5,5,7,300
"2595","crush",91.4089347079038,4.37076433461011,1,1,4,300
"2596","crushed",75.9124087591241,4.5575299316151,1,6,11,300
"2597","crust",93.9189189189189,3.35993982818212,0,0,4,300
"2598","crustacean",91.2408759124088,3.26475151354309,7,1,3,300
"2599","crusty",90.1459854014599,4.12222796811369,2,8,4,300
"2600","crutch",91.0034602076124,4.16757473241314,0,2,7,300
"2601","cry",97.2696245733788,3.53812823388369,1,0,4,300
"2602","crying",89.8305084745763,3.69392761313752,0,1,3,300
"2603","crypt",84.5878136200717,3.92465303215845,1,6,6,300
"2604","crystal",90.9722222222222,4.17961985085366,1,1,7,300
"2605","crystal ball",87.6760563380282,4.16658743371475,0,5,6,300
"2606","cub",96.1538461538462,3.19278603122328,0,2,10,300
"2607","Cuba",71.1864406779661,4.1394315473014,0,1,3,300
"2608","cube",82.4137931034483,3.58620413598036,0,0,10,300
"2609","cubes",79.4223826714801,3.84673148399381,1,4,12,300
"2610","cubicle",92.9530201342282,3.9536722829527,0,0,2,300
"2611","cuckoo",92.9328621908127,2.87352291837946,4,0,5,300
"2612","cucumber",95.2380952380952,3.54428793829005,0,1,4,300
"2613","cuddle",96.309963099631,3.72516236531184,5,4,6,300
"2614","cuddly",93.127147766323,3.93011296585752,2,0,3,300
"2615","cue",92.5531914893617,4.16158828999902,2,1,10,300
"2616","cuff",88.2783882783883,3.76976951179301,7,2,2,300
"2617","cufflink",87.9699248120301,3.95779440558533,6,4,8,300
"2618","cuisine",93.5374149659864,3.62435963287052,1,1,1,300
"2619","culinary",92.8082191780822,3.44271069822219,0,1,6,300
"2620","culprit",84.6428571428571,3.87875998597344,2,4,6,300
"2621","cult",81.4685314685315,4.61117407788548,1,3,5,300
"2622","cultivate",94.3859649122807,3.96738494626732,3,0,6,300
"2623","cultural",83.9857651245552,4.81807372736389,2,4,5,300
"2624","culture",91.6955017301038,4.76033643047446,1,0,8,300
"2625","cultured",81.6546762589928,4.73591425024186,0,7,8,300
"2626","cumin",86.4978902953586,3.44946863374252,13,8,8,300
"2627","cunning",87.5886524822695,3.73210945618462,2,1,10,300
"2628","cunt",85.7707509881423,3.94292253201367,3,15,8,300
"2629","cup",93.2203389830508,3.87573819280875,0,1,3,300
"2630","cupboard",93.9929328621908,4.01500908325227,2,2,7,300
"2631","cupcake",93.9597315436242,3.94904109988151,0,0,2,300
"2632","cupid",80.2197802197802,3.12302699765835,2,7,7,300
"2633","cups",81.6254416961131,4.08279843352365,0,6,5,300
"2634","curb",92.226148409894,4.14703496617306,3,1,6,300
"2635","cure",94.4636678200692,3.97805641473325,1,1,6,300
"2636","curfew",88.2562277580071,4.16363140109947,5,0,4,300
"2637","curiosity",90.6015037593985,4.14196700013404,5,3,13,300
"2638","curious",93.8775510204082,4.31025891238614,0,0,6,300
"2639","curl",91.3194444444444,3.85166051838485,1,1,7,300
"2640","curler",78.125,3.94937418774182,4,11,10,300
"2641","curly",76.8953068592058,3.63723744722812,0,4,15,300
"2642","currant",91.7322834645669,3.83807359439241,14,0,4,300
"2643","currency",91.8367346938776,3.59462512108392,1,1,1,300
"2644","current",88.5521885521886,3.89778113424599,0,1,1,300
"2645","currently",83.6431226765799,3.37469797034253,2,6,13,300
"2646","curry",92.5170068027211,3.52105734409096,0,0,6,300
"2647","curse",87.9310344827586,3.97460238683745,0,3,4,300
"2648","cursive",85.546875,3.92848126851268,11,3,5,300
"2649","curtain",93.5483870967742,4.23047895628324,2,5,5,300
"2650","curtains",93.4707903780069,4.21685948042963,0,2,5,300
"2651","curve",92.7335640138408,4.27895197829542,1,1,6,300
"2652","curved",89.6057347670251,4.29892593568927,0,5,11,300
"2653","curves",84.5614035087719,4.4124404806394,1,2,8,300
"2654","curvy",86.7857142857143,4.18418952393933,2,2,10,300
"2655","cushion",94.4827586206897,3.51775871086594,2,0,4,300
"2656","cushy",92.741935483871,3.44934813677194,8,8,12,300
"2657","cuss",88.034188034188,3.56489738808298,15,6,9,300
"2658","custard",94.7368421052632,3.88796054846696,2,3,3,300
"2659","custody",92.6315789473684,3.96680463105833,2,2,5,300
"2660","custom",87.0967741935484,4.43848931505811,1,3,12,300
"2661","customer",92.1428571428571,3.94050526994702,3,4,3,300
"2662","customs",73.1448763250883,4.33381608233945,0,4,9,300
"2663","cut",91.4383561643836,4.15738577616443,0,1,6,300
"2664","cute",95.8188153310105,3.88862346576835,1,2,6,300
"2665","cuticle",88.8,3.48526987209982,7,8,13,300
"2666","cutie",92,3.76348143064344,0,8,9,300
